,Symbol,Company name,Security type,ISIN code,Last Sale,Net Change,% Change,Market Cap,Country,IPO Year,Volume,Sector,Industry,hashtags,cashtags
2463,OTEX,Open Text Corporation Common Shares,,,$37.84,-0.26,-0.682%,10130018463.0,Canada,1996.0,497346.0,,,#OTEX,$OTEX
2464,OTIS,Otis Worldwide Corporation Common Stock ,,,$70.67,0.89,1.275%,29878882156.0,,2020.0,2822541.0,,,#OTIS,$OTIS
2465,OVV,Ovintiv Inc. (DE),,,$44.19,-1.49,-3.262%,11406950033.0,Canada,,4995022.0,Energy,Oil & Gas Production,#OVV,$OVV
2466,OXY,Occidental Petroleum Corporation Common Stock,,,$58.88,-0.22,-0.372%,55181805020.0,United States,,27229960.0,Energy,Oil & Gas Production,#OXY,$OXY
2467,PANW,Palo Alto Networks Inc. Common Stock,,,$493.94,2.14,0.435%,49213904537.0,United States,,1444947.0,Technology,EDP Services,#PANW,$PANW
2468,PARA,Paramount Global Class B Common Stock,,,$24.68,-0.4,-1.595%,16019800784.0,United States,,6890485.0,Consumer Discretionary,Movies/Entertainment,#PARA,$PARA
2469,PARAA,Paramount Global Class A Common Stock,,,$27.26,-0.64,-2.294%,17694480121.0,United States,,41624.0,Consumer Discretionary,Movies/Entertainment,#PARAA,$PARAA
2470,PAYC,Paycom Software Inc. Common Stock,,,$280.12,-4.06,-1.429%,16878350200.0,,2014.0,383676.0,Technology,Computer Software: Prepackaged Software,#PAYC,$PAYC
2471,PAYX,Paychex Inc. Common Stock,,,$113.87,-0.98,-0.853%,41109050085.0,United States,1983.0,2692062.0,Consumer Discretionary,Business Services,#PAYX,$PAYX
2472,PBA,Pembina Pipeline Corp. Ordinary Shares (Canada),,,$35.35,-0.11,-0.31%,19593656600.0,Canada,,989385.0,Energy,Oil & Gas Production,#PBA,$PBA
2473,PBR,Petroleo Brasileiro S.A.- Petrobras Common Stock,,,$11.68,-0.15,-1.268%,76178135358.0,Brazil,,29034070.0,Energy,Oil & Gas Production,#PBR,$PBR
2474,PCAR,PACCAR Inc. Common Stock,,,$82.34,-0.79,-0.95%,28628236499.0,United States,,1894837.0,Industrials,Construction/Ag Equipment/Trucks,#PCAR,$PCAR
2475,PCG,Pacific Gas & Electric Co. Common Stock,,,$9.98,0.02,0.201%,19835017356.0,United States,,14045209.0,Utilities,Power Generation,#PCG,$PCG
2476,PDD,Pinduoduo Inc. American Depositary Shares,,,$61.80,-1.27,-2.014%,78139034344.0,China,2018.0,8453411.0,Consumer Discretionary,Catalog/Specialty Distribution,#PDD,$PDD
2477,PEAK,Healthpeak Properties Inc. Common Stock,,,$25.91,0.07,0.271%,13979925834.0,United States,,6832235.0,Real Estate,Real Estate Investment Trusts,#PEAK,$PEAK
2478,PEG,Public Service Enterprise Group Incorporated Common Stock,,,$63.28,0.67,1.07%,31593101673.0,United States,,4529094.0,Utilities,Power Generation,#PEG,$PEG
2479,PEP,PepsiCo Inc. Common Stock,,,$166.66,-0.07,-0.042%,230438041943.0,United States,,6295066.0,Consumer Staples,Beverages (Production/Distribution),#PEP,$PEP
2480,PFE,Pfizer Inc. Common Stock,,,$52.43,1.49,2.925%,294179266846.0,United States,,33489032.0,Health Care,Biotechnology: Pharmaceutical Preparations,#PFE,$PFE
2481,PFG,Principal Financial Group Inc Common Stock,,,$66.79,-0.54,-0.802%,16876779521.0,United States,2001.0,1296449.0,Finance,Specialty Insurers,#PFG,$PFG
2482,PG,Procter & Gamble Company (The) Common Stock,,,$143.79,1.59,1.118%,344994892767.0,United States,,7409957.0,Consumer Discretionary,Package Goods/Cosmetics,#PG,$PG
2483,PGR,Progressive Corporation (The) Common Stock,,,$116.27,2.63,2.314%,68006323000.0,United States,,3913778.0,Finance,Property-Casualty Insurers,#PGR,$PGR
2484,PH,Parker-Hannifin Corporation Common Stock,,,$246.05,-1.28,-0.518%,31585932568.0,United States,,1127802.0,Industrials,Office Equipment/Supplies/Services,#PH,$PH
2485,PHG,Koninklijke Philips N.V. NY Registry Shares,,,$21.53,0.21,0.985%,18715985940.0,Netherlands,,1385092.0,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,#PHG,$PHG
2486,PINS,Pinterest Inc. Class A Common Stock,,,$18.16,-1.8,-9.018%,12048886674.0,,2019.0,24509041.0,Technology,Interactive Media,#PINS,$PINS
2487,PKG,Packaging Corporation of America Common Stock,,,$137.50,-1.42,-1.022%,12883911150.0,United States,2000.0,867799.0,Basic Materials,Paper,#PKG,$PKG
2488,PKI,PerkinElmer Inc. Common Stock,,,$142.22,-0.06,-0.042%,17940835830.0,United States,,762086.0,Health Care,Medical Specialities,#PKI,$PKI
2489,PKX,POSCO Holdings Inc. American Depositary Shares (Each representing 1/4th of a share of Common Stock),,,$44.52,-0.39,-0.868%,13507221440.0,South Korea,1994.0,152095.0,Industrials,Steel/Iron Ore,#PKX,$PKX
2490,PLD,Prologis Inc. Common Stock,,,$117.65,-0.66,-0.558%,87101513130.0,United States,,4525865.0,Real Estate,Real Estate Investment Trusts,#PLD,$PLD
2491,PLTR,Palantir Technologies Inc. Class A Common Stock,,,$9.07,-0.16,-1.733%,18562611734.0,,2020.0,33617959.0,Technology,Retail: Computer Software & Peripheral Equipment,#PLTR,$PLTR
2492,PM,Philip Morris International Inc Common Stock,,,$98.74,-2.13,-2.112%,153057892602.0,United States,,4591742.0,Consumer Discretionary,Farming/Seeds/Milling,#PM,$PM
2493,PNC,PNC Financial Services Group Inc. (The) Common Stock,,,$157.77,0.4,0.254%,65250636347.0,United States,,2296075.0,Finance,Major Banks,#PNC,$PNC
2494,PODD,Insulet Corporation Common Stock,,,$217.94,-4.0,-1.802%,15111880706.0,United States,2007.0,436944.0,Health Care,Medical/Dental Instruments,#PODD,$PODD
2495,POOL,Pool Corporation Common Stock,,,$351.23,1.25,0.357%,14057953705.0,United States,1995.0,456098.0,Consumer Discretionary,Recreational Games/Products/Toys,#POOL,$POOL
2496,PPG,PPG Industries Inc. Common Stock,,,$114.34,-2.87,-2.449%,27006461636.0,United States,,2248644.0,Consumer Discretionary,Paints/Coatings,#PPG,$PPG
2497,PPL,PPL Corporation Common Stock,,,$27.13,0.07,0.259%,19965048661.0,United States,,4426754.0,Utilities,Electric Utilities: Central,#PPL,$PPL
2498,PRU,Prudential Financial Inc. Common Stock,,,$95.68,-0.65,-0.675%,35880000000.0,United States,2001.0,1547246.0,Finance,Life Insurance,#PRU,$PRU
2499,PSA,Public Storage Common Stock,,,$312.67,1.61,0.518%,54882633044.0,United States,,1011958.0,Real Estate,Real Estate Investment Trusts,#PSA,$PSA
2500,PSNY,Polestar Automotive Holding UK PLC Class A ADS,,,$8.81,-0.96,-9.826%,18635749496.0,Sweden,,5847775.0,,,#PSNY,$PSNY
2501,PSX,Phillips 66 Common Stock,,,$81.99,-2.59,-3.062%,39445391132.0,United States,,4828554.0,Energy,Integrated oil Companies,#PSX,$PSX
2502,PTC,PTC Inc. Common Stock,,,$106.34,-0.76,-0.71%,12439221885.0,United States,,584727.0,Technology,Computer Software: Prepackaged Software,#PTC,$PTC
2503,PTR,PetroChina Company Limited Common Stock,,,$46.64,-1.05,-2.202%,85360984046.0,China,,203765.0,Energy,Oil & Gas Production,#PTR,$PTR
2504,PUK,Prudential Public Limited Company Common Stock,,,$25.11,0.14,0.561%,34517547577.0,United Kingdom,,501044.0,Finance,Life Insurance,#PUK,$PUK
2505,PWR,Quanta Services Inc. Common Stock,,,$125.34,5.59,4.668%,18012487188.0,United States,,1493125.0,Industrials,Engineering & Construction,#PWR,$PWR
2506,PXD,Pioneer Natural Resources Company Common Stock,,,$223.08,-3.1,-1.371%,53976210374.0,United States,,2186808.0,Energy,Oil & Gas Production,#PXD,$PXD
2507,PYPL,PayPal Holdings Inc. Common Stock,,,$69.84,-1.63,-2.281%,80877508641.0,United States,,14257262.0,Consumer Discretionary,Business Services,#PYPL,$PYPL
2508,QCOM,QUALCOMM Incorporated Common Stock,,,$127.74,-2.49,-1.912%,143068800000.0,United States,1991.0,9273153.0,Technology,Computer peripheral equipment,#QCOM,$QCOM
2509,QGEN,Qiagen N.V. Common Shares ,,,$47.20,0.52,1.114%,10735734400.0,Netherlands,,1189482.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),#QGEN,$QGEN
2510,QSR,Restaurant Brands International Inc. Common Shares,,,$50.15,0.54,1.088%,15485171665.0,Canada,2014.0,1687507.0,,,#QSR,$QSR
2511,RACE,Ferrari N.V. Common Shares,,,$183.48,-1.32,-0.714%,33550857214.0,,2015.0,449880.0,Consumer Discretionary,Auto Manufacturing,#RACE,$RACE
2512,RBLX,Roblox Corporation Class A Common Stock,,,$32.86,-1.16,-3.41%,19492338114.0,,2021.0,29931870.0,Technology,EDP Services,#RBLX,$RBLX
2513,RCI,Rogers Communication Inc. Common Stock,,,$47.90,0.02,0.042%,24185922732.0,Canada,,233035.0,,,#RCI,$RCI
2514,RE,Everest Re Group Ltd. Common Stock,,,$280.28,1.74,0.625%,11053672270.0,Bermuda,,243490.0,Finance,Property-Casualty Insurers,#RE,$RE
2515,REG,Regency Centers Corporation Common Stock,,,$59.31,-1.06,-1.756%,10222809970.0,United States,1993.0,1216594.0,Real Estate,Real Estate Investment Trusts,#REG,$REG
2516,REGN,Regeneron Pharmaceuticals Inc. Common Stock,,,$591.13,-6.49,-1.086%,64933380659.0,United States,1991.0,685395.0,Health Care,Biotechnology: Pharmaceutical Preparations,#REGN,$REGN
2517,RELX,RELX PLC PLC American Depositary Shares (Each representing One Ordinary Share),,,$26.94,-0.12,-0.443%,51802322167.0,United Kingdom,2015.0,2291718.0,Consumer Discretionary,Publishing,#RELX,$RELX
2518,RF,Regions Financial Corporation Common Stock,,,$18.75,-0.49,-2.547%,17521868756.0,United States,,10637725.0,Finance,Major Banks,#RF,$RF
2519,RIO,Rio Tinto Plc Common Stock,,,$61.00,-1.93,-3.067%,98850500122.0,Australia,2002.0,3837364.0,Basic Materials,Metal Mining,#RIO,$RIO
2520,RIVN,Rivian Automotive Inc. Class A Common Stock,,,$25.74,-0.53,-2.018%,23182928143.0,United States,2021.0,11625581.0,Consumer Discretionary,Auto Manufacturing,#RIVN,$RIVN
2521,RJF,Raymond James Financial Inc. Common Stock,,,$89.41,-0.82,-0.909%,19371449628.0,United States,,1357927.0,Finance,Investment Bankers/Brokers/Service,#RJF,$RJF
2522,RMD,ResMed Inc. Common Stock,,,$209.63,-3.28,-1.541%,30665652228.0,United States,,693647.0,Health Care,Medical/Dental Instruments,#RMD,$RMD
2523,ROK,Rockwell Automation Inc. Common Stock,,,$199.31,2.14,1.085%,23172093118.0,United States,,1287440.0,Industrials,Industrial Machinery/Components,#ROK,$ROK
2524,ROKU,Roku Inc. Class A Common Stock,,,$82.14,-4.97,-5.705%,11168778193.0,United States,2017.0,6691604.0,Telecommunications,Cable & Other Pay Television Services,#ROKU,$ROKU
2525,ROL,Rollins Inc. Common Stock,,,$34.92,-0.05,-0.143%,17196725863.0,United States,,2840206.0,Consumer Discretionary,Industrial Specialties,#ROL,$ROL
2526,ROP,Roper Technologies Inc. Common Stock,,,$394.65,1.1,0.28%,41798429296.0,United States,1992.0,525695.0,Industrials,Office Equipment/Supplies/Services,#ROP,$ROP
2527,ROST,Ross Stores Inc. Common Stock,,,$70.23,-1.58,-2.20%,24575331142.0,United States,1985.0,5529808.0,Consumer Discretionary,Clothing/Shoe/Accessory Stores,#ROST,$ROST
2528,RPM,RPM International Inc. Common Stock,,,$78.72,-0.24,-0.304%,10193899930.0,United States,,684495.0,Consumer Discretionary,Paints/Coatings,#RPM,$RPM
2529,RPRX,Royalty Pharma plc Class A Ordinary Shares ,,,$42.04,-0.05,-0.119%,18300702297.0,United States,2020.0,1549705.0,Health Care,Biotechnology: Pharmaceutical Preparations,#RPRX,$RPRX
2530,RS,Reliance Steel & Aluminum Co. Common Stock (DE),,,$169.86,-1.02,-0.597%,10522506474.0,United States,1994.0,408588.0,Industrials,Steel/Iron Ore,#RS,$RS
2531,RSG,Republic Services Inc. Common Stock,,,$130.87,0.66,0.507%,41340641690.0,United States,1998.0,1387781.0,Utilities,Environmental Services,#RSG,$RSG
2532,RTX,Raytheon Technologies Corporation Common Stock,,,$96.11,2.81,3.012%,142936243838.0,United States,,6318785.0,Industrials,Military/Government/Technical,#RTX,$RTX
2533,RY,Royal Bank Of Canada Common Stock,,,$96.82,-0.86,-0.88%,135752098400.0,Canada,,996109.0,,,#RY,$RY
2534,RYAAY,Ryanair Holdings plc American Depositary Shares,,,$67.25,-2.26,-3.251%,15260619161.0,Ireland,1997.0,687090.0,Consumer Discretionary,Air Freight/Delivery Services,#RYAAY,$RYAAY
2535,SAN,Banco Santander S.A. Sponsored ADR (Spain),,,$2.80,-0.05,-1.754%,47825990881.0,Spain,,4027019.0,Finance,Commercial Banks,#SAN,$SAN
2536,SAP,SAP  SE ADS,,,$90.72,-3.21,-3.417%,107011437725.0,Germany,,1805067.0,Technology,EDP Services,#SAP,$SAP
2537,SBAC,SBA Communications Corporation Class A Common Stock,,,$320.05,2.82,0.889%,34510687773.0,United States,1999.0,790209.0,Real Estate,Real Estate Investment Trusts,#SBAC,$SBAC
2538,SBNY,Signature Bank Common Stock,,,$179.21,-4.79,-2.603%,11277333332.0,United States,2004.0,964759.0,Finance,Major Banks,#SBNY,$SBNY
2539,SBUX,Starbucks Corporation Common Stock,,,$76.39,-0.04,-0.052%,87611691000.0,United States,1992.0,6778880.0,Consumer Discretionary,Beverages - Non-Alcoholic,#SBUX,$SBUX
2540,SCCO,Southern Copper Corporation Common Stock,,,$49.81,-1.64,-3.188%,38507616337.0,United States,,1558812.0,Basic Materials,Metal Mining,#SCCO,$SCCO
2541,SCHW,Charles Schwab Corporation (The) Common Stock,,,$63.18,-0.44,-0.692%,119811456243.0,United States,,7550098.0,Finance,Investment Bankers/Brokers/Service,#SCHW,$SCHW
2542,SCI,Service Corporation International Common Stock,,,$69.12,-0.09,-0.13%,10971830385.0,United States,,1052433.0,Consumer Discretionary,Other Consumer Services,#SCI,$SCI
2543,SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,,,$66.86,-2.04,-2.961%,37557800006.0,United States,2017.0,6128898.0,Technology,Computer Software: Prepackaged Software,#SE,$SE
2544,SEDG,SolarEdge Technologies Inc. Common Stock,,,$273.68,10.72,4.077%,15158392159.0,Israel,2015.0,852545.0,Technology,Semiconductors,#SEDG,$SEDG
2545,SGEN,Seagen Inc. Common Stock,,,$176.94,-2.12,-1.184%,32570344272.0,United States,2001.0,1232096.0,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),#SGEN,$SGEN
2546,SHEL,Royal Dutch Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares) ,,,$52.29,-0.31,-0.589%,192967699088.0,Netherlands,,6278476.0,Energy,Oil & Gas Production,#SHEL,$SHEL
2547,SHG,Shinhan Financial Group Co Ltd American Depositary Shares,,,$28.56,-0.4,-1.381%,15148503288.0,South Korea,,279095.0,Finance,Major Banks,#SHG,$SHG
2548,SHOP,Shopify Inc. Class A Subordinate Voting Shares,,,$31.24,-1.81,-5.477%,36047380989.0,Canada,2015.0,25948798.0,Technology,Computer Software: Prepackaged Software,#SHOP,$SHOP
2549,SHW,Sherwin-Williams Company (The) Common Stock,,,$223.91,-1.5,-0.665%,58246000726.0,United States,,1548028.0,Consumer Discretionary,Paints/Coatings,#SHW,$SHW
2550,SIRI,Sirius XM Holdings Inc. Common Stock,,,$6.13,0.02,0.327%,24128394176.0,United States,,16225518.0,Consumer Discretionary,Movies/Entertainment,#SIRI,$SIRI
2551,SIVB,SVB Financial Group Common Stock,,,$394.99,-7.57,-1.88%,23245622453.0,United States,,941894.0,Finance,Major Banks,#SIVB,$SIVB
2552,SJM,J.M. Smucker Company (The) New Common Stock,,,$128.01,-2.69,-2.058%,13627682308.0,United States,,829759.0,Consumer Staples,Packaged Foods,#SJM,$SJM
2553,SJR,Shaw Communications Inc. Common Stock,,,$29.46,-0.25,-0.841%,14707227891.0,Canada,,195708.0,,,#SJR,$SJR
2554,SLB,Schlumberger N.V. Common Stock,,,$35.76,-0.42,-1.161%,50545354811.0,France,,15332372.0,Energy,Oilfield Services/Equipment,#SLB,$SLB
2555,SLF,Sun Life Financial Inc. Common Stock,,,$45.81,-0.11,-0.24%,26848032120.0,Canada,,753577.0,Consumer Discretionary,Advertising,#SLF,$SLF
2556,SMFG,Sumitomo Mitsui Financial Group Inc Unsponsored American Depositary Shares (Japan),,,$5.90,-0.06,-1.007%,40441458255.0,Japan,,2571250.0,Finance,Commercial Banks,#SMFG,$SMFG
2557,SNA,Snap-On Incorporated Common Stock,,,$197.03,-1.84,-0.925%,10516328083.0,United States,,355521.0,Consumer Discretionary,Diversified Manufacture,#SNA,$SNA
2558,SNAP,Snap Inc. Class A Common Stock,,,$13.13,-0.83,-5.946%,21544075750.0,United States,2017.0,32735315.0,Technology,Internet and Information Services,#SNAP,$SNAP
2559,SNN,Smith & Nephew SNATS Inc. Common Stock,,,$27.92,-0.18,-0.641%,12179501926.0,United Kingdom,,641248.0,Health Care,Industrial Specialties,#SNN,$SNN
2560,SNOW,Snowflake Inc. Class A Common Stock,,,$139.06,-3.97,-2.776%,44234986000.0,United States,2020.0,6203016.0,Technology,Computer Software: Prepackaged Software,#SNOW,$SNOW
2561,SNP,China Petroleum & Chemical Corporation Common Stock,,,$44.79,-0.43,-0.951%,54227794780.0,China,,176856.0,Energy,Integrated oil Companies,#SNP,$SNP
2562,SNPS,Synopsys Inc. Common Stock,,,$303.70,-2.36,-0.771%,46457064621.0,United States,1992.0,1038742.0,Technology,EDP Services,#SNPS,$SNPS
2563,SNY,Sanofi ADS,,,$50.03,-2.64,-5.012%,124940761505.0,France,,6815121.0,Health Care,Biotechnology: Pharmaceutical Preparations,#SNY,$SNY
2564,SO,Southern Company (The) Common Stock,,,$71.31,0.64,0.906%,75768634574.0,United States,,5389173.0,Utilities,Power Generation,#SO,$SO
2565,SONY,Sony Group Corporation American Depositary Shares ,,,$81.77,-1.64,-1.966%,101091735604.0,Japan,,681560.0,Consumer Staples,Consumer Electronics/Appliances,#SONY,$SONY
2566,SPG,Simon Property Group Inc. Common Stock,,,$94.92,-2.34,-2.406%,31195134797.0,United States,,3119232.0,Real Estate,Real Estate Investment Trusts,#SPG,$SPG
2567,SPGI,S&P Global Inc. Common Stock,,,$337.06,2.31,0.69%,114566694000.0,United States,,2153517.0,Finance,Advertising,#SPGI,$SPGI
2568,SPLK,Splunk Inc. Common Stock,,,$88.46,-3.86,-4.181%,14233214000.0,United States,2012.0,1441742.0,Technology,Computer Software: Prepackaged Software,#SPLK,$SPLK
2569,SPOT,Spotify Technology S.A. Ordinary Shares,,,$93.83,-4.13,-4.216%,18077206074.0,Luxembourg,2018.0,2399325.0,Consumer Discretionary,Broadcasting,#SPOT,$SPOT
2570,SQ,Block Inc. Class A Common Stock,,,$61.46,-2.38,-3.728%,35677773259.0,United States,2015.0,16760688.0,Technology,Computer Software: Prepackaged Software,#SQ,$SQ
2571,SQM,Sociedad Quimica y Minera S.A. Common Stock,,,$83.53,-0.77,-0.913%,23859326102.0,Chile,1993.0,1467367.0,Industrials,Agricultural Chemicals,#SQM,$SQM
2572,SRE,DBA Sempra Common Stock,,,$150.27,-0.04,-0.027%,47230571777.0,United States,,2060132.0,Utilities,Oil/Gas Transmission,#SRE,$SRE
2573,SSL,Sasol Ltd. American Depositary Shares,,,$23.06,-0.17,-0.732%,14652211144.0,South Africa,,320027.0,Energy,Oil & Gas Production,#SSL,$SSL
2574,SSNC,SS&C Technologies Holdings Inc. Common Stock,,,$58.07,-0.58,-0.989%,14795127095.0,United States,2010.0,1449368.0,Technology,EDP Services,#SSNC,$SSNC
2575,STE,STERIS plc (Ireland) Ordinary Shares,,,$206.15,-2.18,-1.046%,20631498391.0,United States,,482282.0,Health Care,Industrial Specialties,#STE,$STE
2576,STLA,Stellantis N.V. Common Shares,,,$12.36,-0.33,-2.60%,38721504210.0,United Kingdom,2014.0,8286728.0,Consumer Discretionary,Auto Manufacturing,#STLA,$STLA
2577,STLD,Steel Dynamics Inc.,,,$66.15,-0.68,-1.018%,12481844029.0,United States,1996.0,1633588.0,Industrials,Steel/Iron Ore,#STLD,$STLD
2578,STM,STMicroelectronics N.V. Common Stock,,,$31.47,-0.77,-2.388%,28424742006.0,Switzerland,,3986169.0,Technology,Semiconductors,#STM,$STM
2579,STT,State Street Corporation Common Stock,,,$61.65,-2.43,-3.792%,22632652697.0,United States,,3178685.0,Finance,Investment Managers,#STT,$STT
2580,STX,Seagate Technology Holdings PLC Ordinary Shares (Ireland),,,$71.44,-0.04,-0.056%,15348453145.0,Ireland,2002.0,1526553.0,Technology,Electronic Components,#STX,$STX
2581,STZ,Constellation Brands Inc. Common Stock,,,$233.06,-10.57,-4.339%,42938718966.0,United States,,1965411.0,Consumer Staples,Beverages (Production/Distribution),#STZ,$STZ
2582,SU,Suncor Energy  Inc. Common Stock,,,$35.07,-0.24,-0.68%,49567947294.0,Canada,,10131092.0,,,#SU,$SU
2583,SUI,Sun Communities Inc. Common Stock,,,$159.36,-0.53,-0.331%,19380183458.0,United States,1993.0,670090.0,Real Estate,Real Estate Investment Trusts,#SUI,$SUI
2584,SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),,,$9.48,0.07,0.744%,12791857102.0,,2018.0,2703763.0,Basic Materials,Paper,#SUZ,$SUZ
2585,SWK,Stanley Black & Decker Inc. Common Stock,,,$104.86,-1.23,-1.159%,15830151207.0,United States,,1493467.0,Consumer Discretionary,Diversified Manufacture,#SWK,$SWK
2586,SWKS,Skyworks Solutions Inc. Common Stock,,,$92.64,-1.23,-1.31%,14908197054.0,United States,,1891976.0,Technology,Semiconductors,#SWKS,$SWKS
2587,SYF,Synchrony Financial Common Stock,,,$27.62,-0.91,-3.19%,13851120877.0,United States,2014.0,8719138.0,Finance,Diversified Financial Services,#SYF,$SYF
2588,SYK,Stryker Corporation Common Stock,,,$198.93,-0.5,-0.251%,75226191134.0,United States,,2424867.0,Health Care,Medical/Dental Instruments,#SYK,$SYK
